kee.lkkappe.tallalloo	kee.lkka|ppe.t|all|alloo	listen|PASS|NEG|PAM
kee.lkka.n.taQPRT	kee.lkk|a.n.ta|QPRT	hear|DES&NEG|QPRT
kee.lkka.n.taQPRT	kee.lkk|a.n.ta|QPRT	listen|DES&NEG|QPRT
kee.lkkatillee	kee.lkk||at|ill|ee	hear|PST|NN|NEG|QPRT
kee.lkkatillee	kee.lkk||at|ill|ee	listen|PST|NN|NEG|QPRT
kee.lkkukayillalloo	kee.lkk|ukayill|alloo	hear|HAB&NEG|PAM
kee.lkkukayillalloo	kee.lkk|ukayill|alloo	listen|HAB&NEG|PAM
kee.lkkunnillalloo	kee.lkk|unn|ill|alloo	hear|PRS|NEG|PAM
kee.lkkunnillalloo	kee.lkk|unn|ill|alloo	listen|PRS|NEG|PAM
kee.lkkappe.t.tatillee	kee.lkka|ppe.t|.t|at|ill|ee	hear|PASS|PST|NN|NEG|QPRT
kee.lkkappe.t.tatillee	kee.lkka|ppe.t|.t|at|ill|ee	listen|PASS|PST|NN|NEG|QPRT
kee.lkkappe.taa;m	kee.lkka|ppe.t|aa;m	hear|PASS|HOR
kee.lkkappe.taa;m	kee.lkka|ppe.t|aa;m	listen|PASS|HOR
kee.lkkiyillee	kee.lkk|i|yill|ee	hear|PST|NEG|QPRT
kee.lkkiyillee	kee.lkk|i|yill|ee	listen|PST|NEG|QPRT
kee.lkkappe.tukatilla	kee.lkka|ppe.tuk|at|illa	hear|PASS|NN|NEG
kee.lkkappe.tukatilla	kee.lkka|ppe.tuk|at|illa	listen|PASS|NN|NEG
kee.t.tatillalloo	kee.t|.t|at|ill|alloo	hear|PST|NN|NEG|PAM
kee.t.tatillalloo	kee.t|.t|at|ill|alloo	listen|PST|NN|NEG|PAM
kaika.laal	kai|ka.l|aal	hand|PL|INS
kaika.laal	kai|ka.l|aal	arm|PL|INS
kaimaarilninn'	kai|maar|ilninn'	hand|PL|ABL
kaimaarilninn'	kai|maar|ilninn'	arm|PL|ABL
kaika.l	kai|ka.l	hand|PL&NOM
kaika.l	kai|ka.l	arm|PL&NOM
kaimaaril	kai|maar|il	hand|PL|LOC
kaimaaril	kai|maar|il	arm|PL|LOC
kaika.lilninn'	kai|ka.l|ilninn'	hand|PL|ABL
kaika.lilninn'	kai|ka.l|ilninn'	arm|PL|ABL
kaimaaraal	kai|maar|aal	hand|PL|INS
kaimaaraal	kai|maar|aal	arm|PL|INS
kaiyu.te	kai|yu.te	hand|GEN
kaiyu.te	kai|yu.te	arm|GEN
kaika.l	kai|ka.l	hand|PL&ACC
kaika.l	kai|ka.l	arm|PL&ACC
kaika.le	kai|ka.l|e	hand|PL|ACC
kaika.le	kai|ka.l|e	arm|PL|ACC
kaika.lil	kai|ka.l|il	hand|PL|LOC
kaika.lil	kai|ka.l|il	arm|PL|LOC
kaika.lu.te	kai|ka.l|u.te	hand|PL|GEN
kaika.lu.te	kai|ka.l|u.te	arm|PL|GEN
kaiyoo.t'	kai|yoo.t'	hand|SOC
kaiyoo.t'	kai|yoo.t'	arm|SOC
kaiyaal	kai|yaal	hand|INS
kaiyaal	kai|yaal	arm|INS
kaimaare	kai|maar|e	hand|PL|ACC
kaimaare	kai|maar|e	arm|PL|ACC
kaimaarileekk'	kai|maar|ileekk'	hand|PL|ALL
kaimaarileekk'	kai|maar|ileekk'	arm|PL|ALL
kaimaar	kai|maar	hand|PL
kaimaar	kai|maar	arm|PL
kai	kai	hand&NOM
kai	kai	arm&NOM
kaika.lileekk'	kai|ka.l|ileekk'	hand|PL|ALL
kaika.lileekk'	kai|ka.l|ileekk'	arm|PL|ALL
kai	kai	hand&ACC
kai	kai	arm&ACC
kaimaaroo.t'	kai|maar|oo.t'	hand|PL|SOC
kaimaaroo.t'	kai|maar|oo.t'	arm|PL|SOC
kaikk'	kai|kk'	hand|DAT
kaikk'	kai|kk'	arm|DAT
kaika.l	kai|ka.l	hand|PL
kaika.l	kai|ka.l	arm|PL
kaimaarin'	kai|maar|in'	hand|PL|DAT
kaimaarin'	kai|maar|in'	arm|PL|DAT
kaika.loo.t'	kai|ka.l|oo.t'	hand|PL|SOC
kaika.loo.t'	kai|ka.l|oo.t'	arm|PL|SOC
kaiye	kai|ye	hand|ACC
kaiye	kai|ye	arm|ACC
kaiyil	kai|yil	hand|LOC
kaiyil	kai|yil	arm|LOC
kaika.lkk'	kai|ka.l|kk'	hand|PL|DAT
kaika.lkk'	kai|ka.l|kk'	arm|PL|DAT
kaiyilninn'	kai|yilninn'	hand|ABL
kaiyilninn'	kai|yilninn'	arm|ABL
kaimaar	kai|maar	hand|PL&NOM
kaimaar	kai|maar	arm|PL&NOM
kaimaarin_re	kai|maar|in_re	hand|PL|GEN
kaimaarin_re	kai|maar|in_re	arm|PL|GEN
kaimaar	kai|maar	hand|PL&ACC
kaimaar	kai|maar	arm|PL&ACC
kai	kai	hand
kai	kai	arm
kaiyileekk'	kai|yileekk'	hand|ALL
kaiyileekk'	kai|yileekk'	arm|ALL
ko.tukkaamillee	ko.tukk|aam|ill|ee	give|INT|NEG|QPRT
ko.tukkiyillaQPRT	ko.tukk|i|yilla&QPRT	give|PST|NEG&QPRT
ko.tukkappe.t.ta	ko.tukka|ppe.t|.t|a	give|PASS|PST|A
ko.tukkappe.ta.namillaQPRT	ko.tukka|ppe.t|a.nam|illa&QPRT	give|PASS|DES|NEG&QPRT
ko.tukkunnatillaQPRT	ko.tukk|unn|at|illa&QPRT	give|PRS|NN|NEG&QPRT
ko.tukkappe.tumillee	ko.tukka|ppe.t|um|ill|ee	give|PASS|HAB|NEG|QPRT
ko.tukkunnu	ko.tukk|unnu	give|PRS
ko.tukkappe.tunnatillaQPRT	ko.tukka|ppe.t|unn|at|illa&QPRT	give|PASS|PRS|NN|NEG&QPRT
ko.tukkukatillee	ko.tukkuk|at|ill|ee	give|NN|NEG|QPRT
ko.tukkiyillalloo	ko.tukk|i|yill|alloo	give|PST|NEG|PAM
ko.tukkappe.t.tatilla	ko.tukka|ppe.t|.t|at|illa	give|PASS|PST|NN|NEG
ko.tukkappe.t.tatillalloo	ko.tukka|ppe.t|.t|at|ill|alloo	give|PASS|PST|NN|NEG|PAM
ko.tutti.t.tillalloo	ko.tut|t|i.t.t|ill|alloo	give|PST|STAT|NEG|PAM
ko.tukkappe.tunnalloo	ko.tukka|ppe.t|unn|alloo	give|PASS|PRS|PAM
ko.tukka.na;m	ko.tukk|a.na;m	give|DES
ko.tukkappe.tillaQPRT	ko.tukka|ppe.t|illa&QPRT	give|PASS|NEG&QPRT
ko.tukkaamilla	ko.tukk|aam|illa	give|HOR|NEG
ko.tukkappe.t.talloo	ko.tukka|ppe.t|.t|alloo	give|PASS|PST|PAM
ko.tukkukayillaQPRT	ko.tukk|ukayilla&QPRT	give|HAB&NEG&QPRT
ko.tukkaan	ko.tukk|aan	give|GER
ko.tukkaa;m	ko.tukk|aa;m	give|HOR
ko.tutti.t.tillaQPRT	ko.tut|t|i.t.t|illa&QPRT	give|PST|STAT|NEG&QPRT
ko.tukkappe.ta.n.talloo	ko.tukka|ppe.t|a.n.t|alloo	give|PASS|DES&NEG|PAM
ko.tukkunnilla	ko.tukk|unn|illa	give|PRS|NEG
ko.tukkappe.ta.namilla	ko.tukka|ppe.t|a.nam|illa	give|PASS|DES|NEG
ko.tukkappe.ta.namillee	ko.tukka|ppe.t|a.nam|ill|ee	give|PASS|DES|NEG|QPRT
ko.tukkappe.t.tatillaQPRT	ko.tukka|ppe.t|.t|at|illa&QPRT	give|PASS|PST|NN|NEG&QPRT
ko.tukkappe.tumillalloo	ko.tukka|ppe.t|um|ill|alloo	give|PASS|HAB|NEG|PAM
ko.tuttillee	ko.tut|t|ill|ee	give|PST&STAT|NEG|QPRT
ko.tukkappe.tunnilla	ko.tukka|ppe.t|unn|illa	give|PASS|PRS|NEG
ko.tuttilla	ko.tut|t|illa	give|PST|NEG
ko.tukkappe.taan	ko.tukka|ppe.t|aan	give|PASS|GER
ko.tukkappe.tukayilla	ko.tukka|ppe.t|ukayilla	give|PASS|INT&NEG
ko.tukkappe.tukat'	ko.tukka|ppe.tuk|at'	give|PASS|NN
ko.tuttillee	ko.tut|t|ill|ee	give|PST|NEG|QPRT
ko.tukkaa;m	ko.tukk|aa;m	give|INT
ko.tukkappe.tunnu	ko.tukka|ppe.t|unnu	give|PASS|PRS
ko.tukkappe.ta.t.te	ko.tukka|ppe.t|a.t.te	give|PASS|PERM
ko.tukkappe.tukayillaQPRT	ko.tukka|ppe.t|ukayilla&QPRT	give|PASS|HAB&NEG&QPRT
ko.tukkuu	ko.tukk|uu	give|IMP
ko.tukkaamilla	ko.tukk|aam|illa	give|INT|NEG
ko.tukkalloo	ko.tukk|alloo	give|PAM
ko.tutt'	ko.tut|t'	give|PST&STAT
ko.tukkunnatillalloo	ko.tukk|unn|at|ill|alloo	give|PRS|NN|NEG|PAM
ko.tukkiyi.t.tillaQPRT	ko.tukk|i|yi.t.t|illa&QPRT	give|PST|STAT|NEG&QPRT
ko.tukkappe.t.t'	ko.tukka|ppe.t|.t'	give|PASS|PST&STAT
ko.tukkaamillalloo	ko.tukk|aam|ill|alloo	give|INT|NEG|PAM
ko.tukkappe.t.tillaQPRT	ko.tukka|ppe.t|.t|illa&QPRT	give|PASS|PST&STAT|NEG&QPRT
ko.tukkappe.ta.na;m	ko.tukka|ppe.t|a.na;m	give|PASS|DES
ko.tukkappe.taamilla	ko.tukka|ppe.t|aam|illa	give|PASS|INT|NEG
ko.tukkappe.tillee	ko.tukka|ppe.t|ill|ee	give|PASS|NEG|QPRT
ko.tukkallalloo	ko.tukk|all|alloo	give|NEG|PAM
ko.tukkatilla	ko.tukk||at|illa	give|PST|NN|NEG
ko.tukkappe.tunnatilla	ko.tukka|ppe.t|unn|at|illa	give|PASS|PRS|NN|NEG
ko.tukkappe.tunnillee	ko.tukka|ppe.t|unn|ill|ee	give|PASS|PRS|NEG|QPRT
ko.tukka.n.taQPRT	ko.tukk|a.n.ta&QPRT	give|DES&NEG&QPRT
ko.tuttillalloo	ko.tut|t|ill|alloo	give|PST|NEG|PAM
ko.tukkappe.talloo	ko.tukka|ppe.t|alloo	give|PASS|PAM
ko.tukkaamillaQPRT	ko.tukk|aam|illa&QPRT	give|INT|NEG&QPRT
ko.tukka.namilla	ko.tukk|a.nam|illa	give|DES|NEG
ko.tukkukayillee	ko.tukk|ukayill|ee	give|HAB&NEG|QPRT
ko.tukkappe.tunna	ko.tukka|ppe.t|unn|a	give|PASS|PRS|A
ko.tukkappe.tumillaQPRT	ko.tukka|ppe.t|um|illa&QPRT	give|PASS|HAB|NEG&QPRT
ko.tukkappe.taamillaQPRT	ko.tukka|ppe.t|aam|illa&QPRT	give|PASS|INT|NEG&QPRT
ko.tukkiyillee	ko.tukk|i|yill|ee	give|PST|NEG|QPRT
ko.tukkappe.tukayillee	ko.tukka|ppe.t|ukayill|ee	give|PASS|HAB&NEG|QPRT
ko.tukkappe.taamillalloo	ko.tukka|ppe.t|aam|ill|alloo	give|PASS|INT|NEG|PAM
ko.tukkukayillee	ko.tukk|ukayill|ee	give|INT&NEG|QPRT
ko.tukkiyi.t.tillee	ko.tukk|i|yi.t.t|ill|ee	give|PST|STAT|NEG|QPRT
ko.tukkappe.t.tillaQPRT	ko.tukka|ppe.t|.t|illa&QPRT	give|PASS|PST|NEG&QPRT
ko.tukki	ko.tukk|i	give|PST
ko.tukkappe.tallalloo	ko.tukka|ppe.t|all|alloo	give|PASS|NEG|PAM
ko.tukkappe.ta.n.ta	ko.tukka|ppe.t|a.n.ta	give|PASS|DES&NEG
ko.tukkiyilla	ko.tukk|i|yilla	give|PST|NEG
ko.tukkiyi.t.tilla	ko.tukk|i|yi.t.t|illa	give|PST|STAT|NEG
ko.tutti.t.tilla	ko.tut|t|i.t.t|illa	give|PST|STAT|NEG
ko.tukkatillee	ko.tukk||at|ill|ee	give|PST|NN|NEG|QPRT
ko.tukkatillaQPRT	ko.tukk||at|illa&QPRT	give|PST|NN|NEG&QPRT
ko.tukkappe.t.tillalloo	ko.tukka|ppe.t|.t|ill|alloo	give|PASS|PST&STAT|NEG|PAM
ko.tuttu	ko.tut|tu	give|PST
ko.tukkappe.t.tilla	ko.tukka|ppe.t|.t|illa	give|PASS|PST|NEG
ko.tuttilla	ko.tut|t|illa	give|PST&STAT|NEG
ko.tukka.namillaQPRT	ko.tukk|a.nam|illa&QPRT	give|DES|NEG&QPRT
ko.tukkappe.t.tillalloo	ko.tukka|ppe.t|.t|ill|alloo	give|PASS|PST|NEG|PAM
ko.tukkappe.tukatilla	ko.tukka|ppe.tuk|at|illa	give|PASS|NN|NEG
ko.tukkappe.tukayillee	ko.tukka|ppe.t|ukayill|ee	give|PASS|INT&NEG|QPRT
ko.tukkappe.t.tillee	ko.tukka|ppe.t|.t|ill|ee	give|PASS|PST&STAT|NEG|QPRT
ko.tukkiyi.t.tillalloo	ko.tukk|i|yi.t.t|ill|alloo	give|PST|STAT|NEG|PAM
ko.tukkappe.tunnatillee	ko.tukka|ppe.t|unn|at|ill|ee	give|PASS|PRS|NN|NEG|QPRT
ko.tukkiyi.t.t'	ko.tukk|i|yi.t.t'	give|PST|STAT
ko.tukkappe.t.ti.t.t'	ko.tukka|ppe.t|.t|i.t.t'	give|PASS|PST|STAT
ko.tukkunnatilla	ko.tukk|unn|at|illa	give|PRS|NN|NEG
ko.tuttat'	ko.tut|t|at'	give|PST|NN
ko.tuttillalloo	ko.tut|t|ill|alloo	give|PST&STAT|NEG|PAM
ko.tukka.n.taQPRT	ko.tukk|a.n.ta|QPRT	give|DES&NEG|QPRT
ko.tukkuka	ko.tukkuka	give
ko.tukka.n.talloo	ko.tukk|a.n.t|alloo	give|DES&NEG|PAM
ko.tukkatillalloo	ko.tukk||at|ill|alloo	give|PST|NN|NEG|PAM
ko.tukkumillalloo	ko.tukk|um|ill|alloo	give|HAB|NEG|PAM
ko.tukkappe.tukatillee	ko.tukka|ppe.tuk|at|ill|ee	give|PASS|NN|NEG|QPRT
ko.tukkappe.t.tat'	ko.tukka|ppe.t|.t|at'	give|PASS|PST|NN
ko.tukka.n.ta	ko.tukk|a.n.ta	give|DES&NEG
ko.tukkunnillee	ko.tukk|unn|ill|ee	give|PRS|NEG|QPRT
ko.tukkappe.tukatillaQPRT	ko.tukka|ppe.tuk|at|illa&QPRT	give|PASS|NN|NEG&QPRT
ko.tukkappe.t.ti.t.tillee	ko.tukka|ppe.t|.t|i.t.t|ill|ee	give|PASS|PST|STAT|NEG|QPRT
ko.tukkappe.t.tu	ko.tukka|ppe.t|.tu	give|PASS|PST
ko.tukkappe.tukayillaQPRT	ko.tukka|ppe.t|ukayilla&QPRT	give|PASS|INT&NEG&QPRT
ko.tukkappe.t.tillee	ko.tukka|ppe.t|.t|ill|ee	give|PASS|PST|NEG|QPRT
ko.tukkappe.taamillee	ko.tukka|ppe.t|aam|ill|ee	give|PASS|INT|NEG|QPRT
ko.tuttalloo	ko.tut|t|alloo	give|PST|PAM
ko.tutti.t.t'	ko.tut|t|i.t.t'	give|PST|STAT
ko.tuttatillaQPRT	ko.tut|t|at|illa&QPRT	give|PST|NN|NEG&QPRT
ko.tukkaamillee	ko.tukk|aam|ill|ee	give|HOR|NEG|QPRT
ko.tukkappe.tuu	ko.tukka|ppe.t|uu	give|PASS|IMP
ko.tukku;m	ko.tukk|u;m	give|HAB
ko.tukkappe.tilla	ko.tukka|ppe.t|illa	give|PASS|NEG
ko.tukkumilla	ko.tukk|um|illa	give|HAB|NEG
ko.tukkukayillaQPRT	ko.tukk|ukayilla&QPRT	give|INT&NEG&QPRT
ko.tukkappe.tu;m	ko.tukka|ppe.t|u;m	give|PASS|HAB
ko.tukka.namillalloo	ko.tukk|a.nam|ill|alloo	give|DES|NEG|PAM
ko.tukkunnatillee	ko.tukk|unn|at|ill|ee	give|PRS|NN|NEG|QPRT
ko.tukkappe.taamillee	ko.tukka|ppe.t|aam|ill|ee	give|PASS|HOR|NEG|QPRT
ko.tukkappe.ta.namillalloo	ko.tukka|ppe.t|a.nam|ill|alloo	give|PASS|DES|NEG|PAM
ko.tukkappe.ta.n.taQPRT	ko.tukka|ppe.t|a.n.ta&QPRT	give|PASS|DES&NEG&QPRT
ko.tukkillaQPRT	ko.tukk|illa&QPRT	give|NEG&QPRT
ko.tukkunnat'	ko.tukk|unn|at'	give|PRS|NN
ko.tukkukatillalloo	ko.tukkuk|at|ill|alloo	give|NN|NEG|PAM
ko.tuttatilla	ko.tut|t|at|illa	give|PST|NN|NEG
ko.tukkiya	ko.tukk|i|ya	give|PST|A
ko.tutti.t.tillee	ko.tut|t|i.t.t|ill|ee	give|PST|STAT|NEG|QPRT
ko.tukkunnillaQPRT	ko.tukk|unn|illa&QPRT	give|PRS|NEG&QPRT
ko.tukkappe.tukatillalloo	ko.tukka|ppe.tuk|at|ill|alloo	give|PASS|NN|NEG|PAM
ko.tukkappe.tukayillalloo	ko.tukka|ppe.t|ukayill|alloo	give|PASS|HAB&NEG|PAM
ko.tukkappe.tukayilla	ko.tukka|ppe.t|ukayilla	give|PASS|HAB&NEG
ko.tukkukayilla	ko.tukk|ukayilla	give|INT&NEG
ko.tukkukatilla	ko.tukkuk|at|illa	give|NN|NEG
ko.tukkappe.tunnillaQPRT	ko.tukka|ppe.t|unn|illa&QPRT	give|PASS|PRS|NEG&QPRT
ko.tukkilla	ko.tukk|illa	give|NEG
ko.tutta	ko.tut|t|a	give|PST|A
ko.tukkappe.t.tilla	ko.tukka|ppe.t|.t|illa	give|PASS|PST&STAT|NEG
ko.tukkappe.tunnat'	ko.tukka|ppe.t|unn|at'	give|PASS|PRS|NN
ko.tukkukayilla	ko.tukk|ukayilla	give|HAB&NEG
ko.tukkappe.t.ti.t.tillalloo	ko.tukka|ppe.t|.t|i.t.t|ill|alloo	give|PASS|PST|STAT|NEG|PAM
ko.tukkukatillaQPRT	ko.tukkuk|at|illa&QPRT	give|NN|NEG&QPRT
ko.tukkappe.taamillalloo	ko.tukka|ppe.t|aam|ill|alloo	give|PASS|HOR|NEG|PAM
ko.tukkappe.taa;m	ko.tukka|ppe.t|aa;m	give|PASS|INT
ko.tukkunnillalloo	ko.tukk|unn|ill|alloo	give|PRS|NEG|PAM
ko.tukka.namillee	ko.tukk|a.nam|ill|ee	give|DES|NEG|QPRT
ko.tukkappe.tunnillalloo	ko.tukka|ppe.t|unn|ill|alloo	give|PASS|PRS|NEG|PAM
ko.tukkappe.tukayillalloo	ko.tukka|ppe.t|ukayill|alloo	give|PASS|INT&NEG|PAM
ko.tukkaamillalloo	ko.tukk|aam|ill|alloo	give|HOR|NEG|PAM
ko.tukkappe.taa;m	ko.tukka|ppe.t|aa;m	give|PASS|HOR
ko.tukkukayillalloo	ko.tukk|ukayill|alloo	give|INT&NEG|PAM
ko.tukkappe.tumilla	ko.tukka|ppe.t|um|illa	give|PASS|HAB|NEG
ko.tukkillee	ko.tukk|ill|ee	give|NEG|QPRT
ko.tukkumillee	ko.tukk|um|ill|ee	give|HAB|NEG|QPRT
ko.tukkunnalloo	ko.tukk|unn|alloo	give|PRS|PAM
ko.tukkukat'	ko.tukkuk|at'	give|NN
ko.tukkappe.ta.n.taQPRT	ko.tukka|ppe.t|a.n.ta|QPRT	give|PASS|DES&NEG|QPRT
ko.tukkat'	ko.tukk||at'	give|PST|NN
ko.tuttatillalloo	ko.tut|t|at|ill|alloo	give|PST|NN|NEG|PAM
ko.tukka.t.te	ko.tukk|a.t.te	give|PERM
ko.tukkappe.taamillaQPRT	ko.tukka|ppe.t|aam|illa&QPRT	give|PASS|HOR|NEG&QPRT
ko.tukkappe.t.ti.t.tilla	ko.tukka|ppe.t|.t|i.t.t|illa	give|PASS|PST|STAT|NEG
ko.tukkukayillalloo	ko.tukk|ukayill|alloo	give|HAB&NEG|PAM
ko.tukkappe.t.tatillee	ko.tukka|ppe.t|.t|at|ill|ee	give|PASS|PST|NN|NEG|QPRT
ko.tukkaamillaQPRT	ko.tukk|aam|illa&QPRT	give|HOR|NEG&QPRT
ko.tuttillaQPRT	ko.tut|t|illa&QPRT	give|PST|NEG&QPRT
ko.tukkumillaQPRT	ko.tukk|um|illa&QPRT	give|HAB|NEG&QPRT
ko.tukkappe.taamilla	ko.tukka|ppe.t|aam|illa	give|PASS|HOR|NEG
ko.tuttillaQPRT	ko.tut|t|illa&QPRT	give|PST&STAT|NEG&QPRT
ko.tuttatillee	ko.tut|t|at|ill|ee	give|PST|NN|NEG|QPRT
ko.tukkunna	ko.tukk|unn|a	give|PRS|A
ko.tukkappe.t.ti.t.tillaQPRT	ko.tukka|ppe.t|.t|i.t.t|illa&QPRT	give|PASS|PST|STAT|NEG&QPRT
ko.tukkappe.tunnatillalloo	ko.tukka|ppe.t|unn|at|ill|alloo	give|PASS|PRS|NN|NEG|PAM
ko.n.tupookunna	ko.n.tupook|unn|a	take_away|PRS|A
ko.n.tupookappe.t.tillalloo	ko.n.tupooka|ppe.t|.t|ill|alloo	take_away|PASS|PST|NEG|PAM
ko.n.tupooyiyi.t.t'	ko.n.tupooy|i|yi.t.t'	take_away|PST|STAT
ko.n.tupookukayillalloo	ko.n.tupook|ukayill|alloo	take_away|INT&NEG|PAM
ko.n.tupookunnilla	ko.n.tupook|unn|illa	take_away|PRS|NEG
ko.n.tupooka.n.taQPRT	ko.n.tupook|a.n.ta&QPRT	take_away|DES&NEG&QPRT
ko.n.tupookaamillalloo	ko.n.tupook|aam|ill|alloo	take_away|HOR|NEG|PAM
ko.n.tupookappe.ta.n.talloo	ko.n.tupooka|ppe.t|a.n.t|alloo	take_away|PASS|DES&NEG|PAM
ko.n.tupooka.na;m	ko.n.tupook|a.na;m	take_away|DES
ko.n.tupooyiyillee	ko.n.tupooy|i|yill|ee	take_away|PST|NEG|QPRT
ko.n.tupookappe.ta.n.taQPRT	ko.n.tupooka|ppe.t|a.n.ta&QPRT	take_away|PASS|DES&NEG&QPRT
ko.n.tupookukatillalloo	ko.n.tupookuk|at|ill|alloo	take_away|NN|NEG|PAM
ko.n.tupookappe.tukat'	ko.n.tupooka|ppe.tuk|at'	take_away|PASS|NN
ko.n.tupooka.n.ta	ko.n.tupook|a.n.ta	take_away|DES&NEG
ko.n.tupookaamillee	ko.n.tupook|aam|ill|ee	take_away|HOR|NEG|QPRT
ko.n.tupookappe.taamillee	ko.n.tupooka|ppe.t|aam|ill|ee	take_away|PASS|INT|NEG|QPRT
ko.n.tupookappe.tukayillaQPRT	ko.n.tupooka|ppe.t|ukayilla&QPRT	take_away|PASS|INT&NEG&QPRT
ko.n.tupookappe.t.ti.t.tillaQPRT	ko.n.tupooka|ppe.t|.t|i.t.t|illa&QPRT	take_away|PASS|PST|STAT|NEG&QPRT
ko.n.tupookukayilla	ko.n.tupook|ukayilla	take_away|INT&NEG
ko.n.tupookappe.t.ta	ko.n.tupooka|ppe.t|.t|a	take_away|PASS|PST|A
ko.n.tupookunnat'	ko.n.tupook|unn|at'	take_away|PRS|NN
ko.n.tupookappe.ta.n.taQPRT	ko.n.tupooka|ppe.t|a.n.ta|QPRT	take_away|PASS|DES&NEG|QPRT
ko.n.tupookaamilla	ko.n.tupook|aam|illa	take_away|INT|NEG
ko.n.tupookillaQPRT	ko.n.tupook|illa&QPRT	take_away|NEG&QPRT
ko.n.tupookappe.ta.namillalloo	ko.n.tupooka|ppe.t|a.nam|ill|alloo	take_away|PASS|DES|NEG|PAM
ko.n.tupooka.namillalloo	ko.n.tupook|a.nam|ill|alloo	take_away|DES|NEG|PAM
ko.n.tupookappe.t.ti.t.tillee	ko.n.tupooka|ppe.t|.t|i.t.t|ill|ee	take_away|PASS|PST|STAT|NEG|QPRT
ko.n.tupookappe.tillee	ko.n.tupooka|ppe.t|ill|ee	take_away|PASS|NEG|QPRT
ko.n.tupookaan	ko.n.tupook|aan	take_away|GER
ko.n.tupookaamillaQPRT	ko.n.tupook|aam|illa&QPRT	take_away|HOR|NEG&QPRT
ko.n.tupookappe.tukatillaQPRT	ko.n.tupooka|ppe.tuk|at|illa&QPRT	take_away|PASS|NN|NEG&QPRT
ko.n.tupookappe.tu;m	ko.n.tupooka|ppe.t|u;m	take_away|PASS|HAB
ko.n.tupookukayillee	ko.n.tupook|ukayill|ee	take_away|INT&NEG|QPRT
ko.n.tupookappe.ta.namilla	ko.n.tupooka|ppe.t|a.nam|illa	take_away|PASS|DES|NEG
ko.n.tupookappe.tukayillalloo	ko.n.tupooka|ppe.t|ukayill|alloo	take_away|PASS|INT&NEG|PAM
ko.n.tupookappe.taa;m	ko.n.tupooka|ppe.t|aa;m	take_away|PASS|INT
ko.n.tupookuu	ko.n.tupook|uu	take_away|IMP
ko.n.tupookappe.taan	ko.n.tupooka|ppe.t|aan	take_away|PASS|GER
ko.n.tupookukatilla	ko.n.tupookuk|at|illa	take_away|NN|NEG
ko.n.tupookappe.tunna	ko.n.tupooka|ppe.t|unn|a	take_away|PASS|PRS|A
ko.n.tupookappe.tumillee	ko.n.tupooka|ppe.t|um|ill|ee	take_away|PASS|HAB|NEG|QPRT
ko.n.tupookunnillaQPRT	ko.n.tupook|unn|illa&QPRT	take_away|PRS|NEG&QPRT
ko.n.tupookaamilla	ko.n.tupook|aam|illa	take_away|HOR|NEG
ko.n.tupookappe.taa;m	ko.n.tupooka|ppe.t|aa;m	take_away|PASS|HOR
ko.n.tupooyat'	ko.n.tupooy||at'	take_away|PST|NN
ko.n.tupookillee	ko.n.tupook|ill|ee	take_away|NEG|QPRT
ko.n.tupooka.namillaQPRT	ko.n.tupook|a.nam|illa&QPRT	take_away|DES|NEG&QPRT
ko.n.tupookappe.ta.t.te	ko.n.tupooka|ppe.t|a.t.te	take_away|PASS|PERM
ko.n.tupookappe.tukayillaQPRT	ko.n.tupooka|ppe.t|ukayilla&QPRT	take_away|PASS|HAB&NEG&QPRT
ko.n.tupookappe.tuu	ko.n.tupooka|ppe.t|uu	take_away|PASS|IMP
ko.n.tupooyi	ko.n.tupooy|i	take_away|PST
ko.n.tupookukat'	ko.n.tupookuk|at'	take_away|NN
ko.n.tupooyiyi.t.tilla	ko.n.tupooy|i|yi.t.t|illa	take_away|PST|STAT|NEG
ko.n.tupooyatillalloo	ko.n.tupooy||at|ill|alloo	take_away|PST|NN|NEG|PAM
ko.n.tupookappe.taamillalloo	ko.n.tupooka|ppe.t|aam|ill|alloo	take_away|PASS|INT|NEG|PAM
ko.n.tupooyiyillaQPRT	ko.n.tupooy|i|yilla&QPRT	take_away|PST|NEG&QPRT
ko.n.tupookunnu	ko.n.tupook|unnu	take_away|PRS
ko.n.tupooyiyi.t.tillalloo	ko.n.tupooy|i|yi.t.t|ill|alloo	take_away|PST|STAT|NEG|PAM
ko.n.tupookappe.tunnat'	ko.n.tupooka|ppe.t|unn|at'	take_away|PASS|PRS|NN
ko.n.tupookappe.ta.namillaQPRT	ko.n.tupooka|ppe.t|a.nam|illa&QPRT	take_away|PASS|DES|NEG&QPRT
ko.n.tupookukatillaQPRT	ko.n.tupookuk|at|illa&QPRT	take_away|NN|NEG&QPRT
ko.n.tupookukayilla	ko.n.tupook|ukayilla	take_away|HAB&NEG
ko.n.tupookappe.tilla	ko.n.tupooka|ppe.t|illa	take_away|PASS|NEG
ko.n.tupookalloo	ko.n.tupook|alloo	take_away|PAM
ko.n.tupookappe.tukayilla	ko.n.tupooka|ppe.t|ukayilla	take_away|PASS|HAB&NEG
ko.n.tupookappe.taamillaQPRT	ko.n.tupooka|ppe.t|aam|illa&QPRT	take_away|PASS|INT|NEG&QPRT
ko.n.tupookunnillee	ko.n.tupook|unn|ill|ee	take_away|PRS|NEG|QPRT
ko.n.tupookukatillee	ko.n.tupookuk|at|ill|ee	take_away|NN|NEG|QPRT
