e.n.nuu_r_rippatinee_l'	e.n|.nuu_r_ri|ppatinee_l'	+8|*100|+1&*10&+7
naanuu_r_rpatinee_l'	naa|nuu_r_r|patinee_l'	+4|*100|+1&*10&+7
e.n.nuu_r_rpatinee_l'	e.n|.nuu_r_r|patinee_l'	+8|*100|+1&*10&+7
nuu_r_rippatinee_l'	nuu_r_ri|ppatinee_l'	+1&*100|+1&*10&+7
nuu_r_rpatinee_l'	nuu_r_r|patinee_l'	+1&*100|+1&*10&+7
munnuu_r_rpatinee_l'	mun|nuu_r_r|patinee_l'	+3|*100|+1&*10&+7
a_ranuu_r_rpatinee_l'	a_ra|nuu_r_r|patinee_l'	+6|*100|+1&*10&+7
a~n~nuu_r_rpatine.t.t'	a~n|~nuu_r_r|patine.t.t'	+5|*100|+1&*10&+8
irunuu_r_rpatine.t.t'	iru|nuu_r_r|patine.t.t'	+2|*100|+1&*10&+8
a_ranuu_r_rpatine.t.t'	a_ra|nuu_r_r|patine.t.t'	+6|*100|+1&*10&+8
irunuu_r_rippatine.t.t'	iru|nuu_r_ri|ppatine.t.t'	+2|*100|+1&*10&+8
nuu_r_rpatine.t.t'	nuu_r_r|patine.t.t'	+1&*100|+1&*10&+8
patine.t.t'	patine.t.t'	+1&*10&+8
munnuu_r_rippatine.t.t'	mun|nuu_r_ri|ppatine.t.t'	+3|*100|+1&*10&+8
e_lunuu_r_rpatine.t.t'	e_lu|nuu_r_r|patine.t.t'	+7|*100|+1&*10&+8
munnuu_r_rpatine.t.t'	mun|nuu_r_r|patine.t.t'	+3|*100|+1&*10&+8
e_lunuu_r_rippatine.t.t'	e_lu|nuu_r_ri|ppatine.t.t'	+7|*100|+1&*10&+8
e.n.nuu_r_rpatine.t.t'	e.n|.nuu_r_r|patine.t.t'	+8|*100|+1&*10&+8
e.n.nuu_r_rippatine.t.t'	e.n|.nuu_r_ri|ppatine.t.t'	+8|*100|+1&*10&+8
a~n~nuu_r_rippatine.t.t'	a~n|~nuu_r_ri|ppatine.t.t'	+5|*100|+1&*10&+8
naanuu_r_rippatine.t.t'	naa|nuu_r_ri|ppatine.t.t'	+4|*100|+1&*10&+8
a_ranuu_r_rippatine.t.t'	a_ra|nuu_r_ri|ppatine.t.t'	+6|*100|+1&*10&+8
naanuu_r_rpatine.t.t'	naa|nuu_r_r|patine.t.t'	+4|*100|+1&*10&+8
nuu_r_rippatine.t.t'	nuu_r_ri|ppatine.t.t'	+1&*100|+1&*10&+8
nuu_r_rippattonpat'	nuu_r_ri|ppattonpat'	+1&*100|+1&*10&+9
e_lunuu_r_rpattonpat'	e_lu|nuu_r_r|pattonpat'	+7|*100|+1&*10&+9
a~n~nuu_r_rpattonpat'	a~n|~nuu_r_r|pattonpat'	+5|*100|+1&*10&+9
e.n.nuu_r_rippattonpat'	e.n|.nuu_r_ri|ppattonpat'	+8|*100|+1&*10&+9
naanuu_r_rpattonpat'	naa|nuu_r_r|pattonpat'	+4|*100|+1&*10&+9
a_ranuu_r_rpattonpat'	a_ra|nuu_r_r|pattonpat'	+6|*100|+1&*10&+9
nuu_r_rpattonpat'	nuu_r_r|pattonpat'	+1&*100|+1&*10&+9
irunuu_r_rippattonpat'	iru|nuu_r_ri|ppattonpat'	+2|*100|+1&*10&+9
munnuu_r_rpattonpat'	mun|nuu_r_r|pattonpat'	+3|*100|+1&*10&+9
e_lunuu_r_rippattonpat'	e_lu|nuu_r_ri|ppattonpat'	+7|*100|+1&*10&+9
e.n.nuu_r_rpattonpat'	e.n|.nuu_r_r|pattonpat'	+8|*100|+1&*10&+9
pattonpat'	pattonpat'	+1&*10&+9
naanuu_r_rippattonpat'	naa|nuu_r_ri|ppattonpat'	+4|*100|+1&*10&+9
a_ranuu_r_rippattonpat'	a_ra|nuu_r_ri|ppattonpat'	+6|*100|+1&*10&+9
a~n~nuu_r_rippattonpat'	a~n|~nuu_r_ri|ppattonpat'	+5|*100|+1&*10&+9
munnuu_r_rippattonpat'	mun|nuu_r_ri|ppattonpat'	+3|*100|+1&*10&+9
irunuu_r_rpattonpat'	iru|nuu_r_r|pattonpat'	+2|*100|+1&*10&+9
a_ranuu_r_rpattompat'	a_ra|nuu_r_r|pattompat'	+6|*100|+1&*10&+9
pattompat'	pattompat'	+1&*10&+9
a~n~nuu_r_rippattompat'	a~n|~nuu_r_ri|ppattompat'	+5|*100|+1&*10&+9
naanuu_r_rippattompat'	naa|nuu_r_ri|ppattompat'	+4|*100|+1&*10&+9
munnuu_r_rpattompat'	mun|nuu_r_r|pattompat'	+3|*100|+1&*10&+9
e_lunuu_r_rippattompat'	e_lu|nuu_r_ri|ppattompat'	+7|*100|+1&*10&+9
irunuu_r_rippattompat'	iru|nuu_r_ri|ppattompat'	+2|*100|+1&*10&+9
munnuu_r_rippattompat'	mun|nuu_r_ri|ppattompat'	+3|*100|+1&*10&+9
a_ranuu_r_rippattompat'	a_ra|nuu_r_ri|ppattompat'	+6|*100|+1&*10&+9
irunuu_r_rpattompat'	iru|nuu_r_r|pattompat'	+2|*100|+1&*10&+9
e.n.nuu_r_rippattompat'	e.n|.nuu_r_ri|ppattompat'	+8|*100|+1&*10&+9
a~n~nuu_r_rpattompat'	a~n|~nuu_r_r|pattompat'	+5|*100|+1&*10&+9
nuu_r_rippattompat'	nuu_r_ri|ppattompat'	+1&*100|+1&*10&+9
e_lunuu_r_rpattompat'	e_lu|nuu_r_r|pattompat'	+7|*100|+1&*10&+9
e.n.nuu_r_rpattompat'	e.n|.nuu_r_r|pattompat'	+8|*100|+1&*10&+9
naanuu_r_rpattompat'	naa|nuu_r_r|pattompat'	+4|*100|+1&*10&+9
nuu_r_rpattompat'	nuu_r_r|pattompat'	+1&*100|+1&*10&+9
nuu_r'	nuu_r'	100
aayira;m	aayira;m	1,000
lak.sa;m	lak.sa;m	100,000
addeehattinoo.t'	addeehatt|inoo.t'	he|SOC
addeehattin_re	addeehatt|in_re	he|GEN
addeehattinaal	addeehatt|inaal	he|INS
addeehattilninn'	addeehatt|ilninn'	he|ABL
addeeha;m	addeeha;m	he&ACC
addeehatt'	addeehatt'	he&LOC
addeehattil	addeehatt|il	he|LOC
addeehattileekk'	addeehatt|ileekk'	he|ALL
addeehattine	addeehatt|ine	he|ACC
addeehattin'	addeehatt|in'	he|DAT
addeeha;m	addeeha;m	he
addeeha;m	addeeha;m	he&NOM
iddeehattine	iddeehatt|ine	he|ACC
iddeehatt'	iddeehatt'	he&LOC
iddeehattil	iddeehatt|il	he|LOC
iddeehattin'	iddeehatt|in'	he|DAT
iddeehattilninn'	iddeehatt|ilninn'	he|ABL
iddeeha;m	iddeeha;m	he&ACC
iddeehattinoo.t'	iddeehatt|inoo.t'	he|SOC
iddeehattileekk'	iddeehatt|ileekk'	he|ALL
iddeeha;m	iddeeha;m	he&NOM
iddeehattin_re	iddeehatt|in_re	he|GEN
iddeehattinaal	iddeehatt|inaal	he|INS
iddeeha;m	iddeeha;m	he
ayaa.lkk'	ayaa.l|kk'	he|DAT
ayaa.laal	ayaa.l|aal	he|INS
ayaa.l	ayaa.l	he&ACC
ayaa.le	ayaa.l|e	he|ACC
ayaa.lil	ayaa.l|il	he|LOC
ayaa.lileekk'	ayaa.l|ileekk'	he|ALL
ayaa.l	ayaa.l	he&NOM
ayaa.lu.te	ayaa.l|u.te	he|GEN
ayaa.lilninn'	ayaa.l|ilninn'	he|ABL
ayaa.l	ayaa.l	he
ayaa.loo.t'	ayaa.l|oo.t'	he|SOC
iyaa.lkk'	iyaa.l|kk'	he|DAT
iyaa.l	iyaa.l	he&ACC
iyaa.laal	iyaa.l|aal	he|INS
iyaa.loo.t'	iyaa.l|oo.t'	he|SOC
iyaa.lu.te	iyaa.l|u.te	he|GEN
iyaa.le	iyaa.l|e	he|ACC
iyaa.l	iyaa.l	he
iyaa.lileekk'	iyaa.l|ileekk'	he|ALL
iyaa.l	iyaa.l	he&NOM
iyaa.lil	iyaa.l|il	he|LOC
iyaa.lilninn'	iyaa.l|ilninn'	he|ABL
avanil	avan|il	he|LOC
avane	avan|e	he|ACC
avan'	avan|'	he|DAT
avanileekk'	avan|ileekk'	he|ALL
avanilninn'	avan|ilninn'	he|ABL
avanaal	avan|aal	he|INS
avan_re	avan|_re	he|GEN
avanoo.t'	avan|oo.t'	he|SOC
avan	avan	he
avan	avan	he&NOM
avan	avan	he&ACC
ivanoo.t'	ivan|oo.t'	he|SOC
ivanil	ivan|il	he|LOC
ivanileekk'	ivan|ileekk'	he|ALL
ivan	ivan	he&NOM
ivan	ivan	he
ivan'	ivan|'	he|DAT
ivane	ivan|e	he|ACC
ivanilninn'	ivan|ilninn'	he|ABL
ivan	ivan	he&ACC
ivanaal	ivan|aal	he|INS
ivan_re	ivan|_re	he|GEN
avar	avar	she&ACC
avar	avar	she
avarileekk'	avar|ileekk'	she|ALL
avaroo.t'	avar|oo.t'	she|SOC
avarilninn'	avar|ilninn'	she|ABL
avaraal	avar|aal	she|INS
avaril	avar|il	she|LOC
avarin'	avar|in'	she|DAT
avarin_re	avar|in_re	she|GEN
avare	avar|e	she|ACC
avar	avar	she&NOM
ivaraal	ivar|aal	she|INS
ivar	ivar	she&ACC
ivar	ivar	she
ivarin'	ivar|in'	she|DAT
ivarin_re	ivar|in_re	she|GEN
ivare	ivar|e	she|ACC
ivarileekk'	ivar|ileekk'	she|ALL
ivarilninn'	ivar|ilninn'	she|ABL
ivaroo.t'	ivar|oo.t'	she|SOC
ivaril	ivar|il	she|LOC
ivar	ivar	she&NOM
avar	avar	they&ACC
avar	avar	they
avarileekk'	avar|ileekk'	they|ALL
avaroo.t'	avar|oo.t'	they|SOC
avarilninn'	avar|ilninn'	they|ABL
avaraal	avar|aal	they|INS
avaril	avar|il	they|LOC
avarin'	avar|in'	they|DAT
avarin_re	avar|in_re	they|GEN
avare	avar|e	they|ACC
avar	avar	they&NOM
ivaraal	ivar|aal	they|INS
ivar	ivar	they&ACC
ivar	ivar	they
ivarin'	ivar|in'	they|DAT
ivarin_re	ivar|in_re	they|GEN
ivare	ivar|e	they|ACC
ivarileekk'	ivar|ileekk'	they|ALL
ivarilninn'	ivar|ilninn'	they|ABL
ivaroo.t'	ivar|oo.t'	they|SOC
ivaril	ivar|il	they|LOC
ivar	ivar	they&NOM
ava.lu.te	ava.l|u.te	she|GEN
ava.lileekk'	ava.l|ileekk'	she|ALL
ava.le	ava.l|e	she|ACC
ava.l	ava.l	she&ACC
ava.lil	ava.l|il	she|LOC
ava.lilninn'	ava.l|ilninn'	she|ABL
ava.loo.t'	ava.l|oo.t'	she|SOC
ava.l	ava.l	she
ava.l	ava.l	she&NOM
ava.lkk'	ava.l|kk'	she|DAT
ava.laal	ava.l|aal	she|INS
iva.l	iva.l	she&ACC
iva.le	iva.l|e	she|ACC
iva.lileekk'	iva.l|ileekk'	she|ALL
iva.lu.te	iva.l|u.te	she|GEN
iva.lilninn'	iva.l|ilninn'	she|ABL
iva.l	iva.l	she
iva.loo.t'	iva.l|oo.t'	she|SOC
iva.l	iva.l	she&NOM
iva.lkk'	iva.l|kk'	she|DAT
iva.laal	iva.l|aal	she|INS
iva.lil	iva.l|il	she|LOC
acchanka.loo.t'	acchan|ka.l|oo.t'	father|PL|SOC
acchanmaar	acchan|maar	father|PL&NOM
acchan'	acchan|'	father|DAT
acchanmaarin'	acchan|maar|in'	father|PL|DAT
acchane	acchan|e	father|ACC
acchanka.l	acchan|ka.l	father|PL&ACC
acchanka.lkk'	acchan|ka.l|kk'	father|PL|DAT
acchanmaar	acchan|maar	father|PL&ACC
acchanaal	acchan|aal	father|INS
acchanilninn'	acchan|ilninn'	father|ABL
acchan	acchan	father&ACC
acchanka.le	acchan|ka.l|e	father|PL|ACC
acchanmaarileekk'	acchan|maar|ileekk'	father|PL|ALL
acchanka.lileekk'	acchan|ka.l|ileekk'	father|PL|ALL
acchanmaaroo.t'	acchan|maar|oo.t'	father|PL|SOC
acchan	acchan	father&NOM
acchanka.lu.te	acchan|ka.l|u.te	father|PL|GEN
acchanmaaril	acchan|maar|il	father|PL|LOC
acchanka.lilninn'	acchan|ka.l|ilninn'	father|PL|ABL
acchanka.l	acchan|ka.l	father|PL
acchanmaaraal	acchan|maar|aal	father|PL|INS
acchanileekk'	acchan|ileekk'	father|ALL
acchanka.laal	acchan|ka.l|aal	father|PL|INS
acchanil	acchan|il	father|LOC
acchanka.lil	acchan|ka.l|il	father|PL|LOC
acchanmaare	acchan|maar|e	father|PL|ACC
acchanmaarilninn'	acchan|maar|ilninn'	father|PL|ABL
acchanmaarin_re	acchan|maar|in_re	father|PL|GEN
acchanka.l	acchan|ka.l	father|PL&NOM
acchan_re	acchan|_re	father|GEN
acchanmaar	acchan|maar	father|PL
acchanoo.t'	acchan|oo.t'	father|SOC
acchan	acchan	father
a.tuttat'	a.tutt|at'	next|NN
a.tutta	a.tutta	next
a.tutt'	a.tutt'	near
aniyattiyaal	aniyatti|yaal	younger_sister|INS
aniyattimaarileekk'	aniyatti|maar|ileekk'	younger_sister|PL|ALL
aniyattimaar	aniyatti|maar	younger_sister|PL&NOM
aniyattiyil	aniyatti|yil	younger_sister|LOC
aniyattiyoo.t'	aniyatti|yoo.t'	younger_sister|SOC
aniyatti	aniyatti	younger_sister&ACC
aniyattimaarin_re	aniyatti|maar|in_re	younger_sister|PL|GEN
aniyattika.l	aniyatti|ka.l	younger_sister|PL&ACC
aniyattika.lil	aniyatti|ka.l|il	younger_sister|PL|LOC
aniyattika.l	aniyatti|ka.l	younger_sister|PL
aniyattika.lileekk'	aniyatti|ka.l|ileekk'	younger_sister|PL|ALL
aniyattimaare	aniyatti|maar|e	younger_sister|PL|ACC
aniyattimaar	aniyatti|maar	younger_sister|PL&ACC
aniyattiye	aniyatti|ye	younger_sister|ACC
aniyattika.le	aniyatti|ka.l|e	younger_sister|PL|ACC
aniyattika.lilninn'	aniyatti|ka.l|ilninn'	younger_sister|PL|ABL
aniyattika.lu.te	aniyatti|ka.l|u.te	younger_sister|PL|GEN
aniyatti	aniyatti	younger_sister&NOM
aniyattika.lkk'	aniyatti|ka.l|kk'	younger_sister|PL|DAT
aniyattimaarilninn'	aniyatti|maar|ilninn'	younger_sister|PL|ABL
aniyattiyu.te	aniyatti|yu.te	younger_sister|GEN
aniyattiyileekk'	aniyatti|yileekk'	younger_sister|ALL
aniyattimaaraal	aniyatti|maar|aal	younger_sister|PL|INS
aniyatti	aniyatti	younger_sister
aniyattiyilninn'	aniyatti|yilninn'	younger_sister|ABL
aniyattika.loo.t'	aniyatti|ka.l|oo.t'	younger_sister|PL|SOC
aniyattika.l	aniyatti|ka.l	younger_sister|PL&NOM
aniyattimaar	aniyatti|maar	younger_sister|PL
aniyattikk'	aniyatti|kk'	younger_sister|DAT
aniyattimaaril	aniyatti|maar|il	younger_sister|PL|LOC
aniyattimaarin'	aniyatti|maar|in'	younger_sister|PL|DAT
aniyattimaaroo.t'	aniyatti|maar|oo.t'	younger_sister|PL|SOC
aniyattika.laal	aniyatti|ka.l|aal	younger_sister|PL|INS
aniyanmaarileekk'	aniyan|maar|ileekk'	younger_brother|PL|ALL
aniyanileekk'	aniyan|ileekk'	younger_brother|ALL
aniyanmaar	aniyan|maar	younger_brother|PL
aniyanka.l	aniyan|ka.l	younger_brother|PL
aniyanka.lilninn'	aniyan|ka.l|ilninn'	younger_brother|PL|ABL
aniyan_re	aniyan|_re	younger_brother|GEN
aniyanka.laal	aniyan|ka.l|aal	younger_brother|PL|INS
aniyan	aniyan	younger_brother&NOM
aniyanmaarin'	aniyan|maar|in'	younger_brother|PL|DAT
aniyanmaarilninn'	aniyan|maar|ilninn'	younger_brother|PL|ABL
aniyanilninn'	aniyan|ilninn'	younger_brother|ABL
aniyanmaaroo.t'	aniyan|maar|oo.t'	younger_brother|PL|SOC
aniyanil	aniyan|il	younger_brother|LOC
aniyan'	aniyan|'	younger_brother|DAT
aniyane	aniyan|e	younger_brother|ACC
aniyan	aniyan	younger_brother&ACC
aniyanka.l	aniyan|ka.l	younger_brother|PL&ACC
aniyanka.lu.te	aniyan|ka.l|u.te	younger_brother|PL|GEN
aniyanka.lil	aniyan|ka.l|il	younger_brother|PL|LOC
aniyan	aniyan	younger_brother
aniyanka.loo.t'	aniyan|ka.l|oo.t'	younger_brother|PL|SOC
aniyanka.le	aniyan|ka.l|e	younger_brother|PL|ACC
aniyanka.l	aniyan|ka.l	younger_brother|PL&NOM
aniyanmaar	aniyan|maar	younger_brother|PL&NOM
aniyanaal	aniyan|aal	younger_brother|INS
aniyanmaare	aniyan|maar|e	younger_brother|PL|ACC
aniyanka.lkk'	aniyan|ka.l|kk'	younger_brother|PL|DAT
aniyanmaar	aniyan|maar	younger_brother|PL&ACC
aniyanmaaraal	aniyan|maar|aal	younger_brother|PL|INS
aniyanmaaril	aniyan|maar|il	younger_brother|PL|LOC
aniyanmaarin_re	aniyan|maar|in_re	younger_brother|PL|GEN
aniyanoo.t'	aniyan|oo.t'	younger_brother|SOC
aniyanka.lileekk'	aniyan|ka.l|ileekk'	younger_brother|PL|ALL
anujatti	anujatti	younger_sister&ACC
anujattimaarin'	anujatti|maar|in'	younger_sister|PL|DAT
anujattimaarileekk'	anujatti|maar|ileekk'	younger_sister|PL|ALL
anujattiyaal	anujatti|yaal	younger_sister|INS
anujattikk'	anujatti|kk'	younger_sister|DAT
anujattiyilninn'	anujatti|yilninn'	younger_sister|ABL
anujattika.lilninn'	anujatti|ka.l|ilninn'	younger_sister|PL|ABL
anujattiyil	anujatti|yil	younger_sister|LOC
anujattika.lkk'	anujatti|ka.l|kk'	younger_sister|PL|DAT
anujatti	anujatti	younger_sister&NOM
anujattimaarilninn'	anujatti|maar|ilninn'	younger_sister|PL|ABL
anujattika.lu.te	anujatti|ka.l|u.te	younger_sister|PL|GEN
anujattika.lil	anujatti|ka.l|il	younger_sister|PL|LOC
anujattika.le	anujatti|ka.l|e	younger_sister|PL|ACC
anujattiyileekk'	anujatti|yileekk'	younger_sister|ALL
anujattimaaroo.t'	anujatti|maar|oo.t'	younger_sister|PL|SOC
anujattika.l	anujatti|ka.l	younger_sister|PL&ACC
anujattimaaraal	anujatti|maar|aal	younger_sister|PL|INS
anujattika.l	anujatti|ka.l	younger_sister|PL&NOM
anujattimaar	anujatti|maar	younger_sister|PL&NOM
anujattika.l	anujatti|ka.l	younger_sister|PL
anujattimaar	anujatti|maar	younger_sister|PL
anujattiyu.te	anujatti|yu.te	younger_sister|GEN
anujattimaaril	anujatti|maar|il	younger_sister|PL|LOC
anujattimaarin_re	anujatti|maar|in_re	younger_sister|PL|GEN
anujattika.laal	anujatti|ka.l|aal	younger_sister|PL|INS
anujattimaar	anujatti|maar	younger_sister|PL&ACC
anujatti	anujatti	younger_sister
anujattika.loo.t'	anujatti|ka.l|oo.t'	younger_sister|PL|SOC
anujattimaare	anujatti|maar|e	younger_sister|PL|ACC
anujattika.lileekk'	anujatti|ka.l|ileekk'	younger_sister|PL|ALL
anujattiye	anujatti|ye	younger_sister|ACC
anujattiyoo.t'	anujatti|yoo.t'	younger_sister|SOC
anujanmaarin'	anujan|maar|in'	younger_brother|PL|DAT
anujanka.le	anujan|ka.l|e	younger_brother|PL|ACC
anujanka.lkk'	anujan|ka.l|kk'	younger_brother|PL|DAT
anujanmaaroo.t'	anujan|maar|oo.t'	younger_brother|PL|SOC
anujan	anujan	younger_brother&ACC
anujanka.lu.te	anujan|ka.l|u.te	younger_brother|PL|GEN
anujanmaaril	anujan|maar|il	younger_brother|PL|LOC
anujanilninn'	anujan|ilninn'	younger_brother|ABL
anujanoo.t'	anujan|oo.t'	younger_brother|SOC
anujanaal	anujan|aal	younger_brother|INS
anujanka.l	anujan|ka.l	younger_brother|PL&NOM
anujanka.lileekk'	anujan|ka.l|ileekk'	younger_brother|PL|ALL
anujan	anujan	younger_brother
anujanka.laal	anujan|ka.l|aal	younger_brother|PL|INS
anujanmaar	anujan|maar	younger_brother|PL&NOM
anujane	anujan|e	younger_brother|ACC
anujanmaaraal	anujan|maar|aal	younger_brother|PL|INS
anujan'	anujan|'	younger_brother|DAT
anujanmaar	anujan|maar	younger_brother|PL&ACC
anujanka.lilninn'	anujan|ka.l|ilninn'	younger_brother|PL|ABL
anujanka.l	anujan|ka.l	younger_brother|PL&ACC
anujanmaarileekk'	anujan|maar|ileekk'	younger_brother|PL|ALL
anujanil	anujan|il	younger_brother|LOC
anujanka.l	anujan|ka.l	younger_brother|PL
anujanileekk'	anujan|ileekk'	younger_brother|ALL
anujanmaar	anujan|maar	younger_brother|PL
anujan	anujan	younger_brother&NOM
anujanka.loo.t'	anujan|ka.l|oo.t'	younger_brother|PL|SOC
anujanmaarilninn'	anujan|maar|ilninn'	younger_brother|PL|ABL
anujan_re	anujan|_re	younger_brother|GEN
anujanmaare	anujan|maar|e	younger_brother|PL|ACC
anujanka.lil	anujan|ka.l|il	younger_brother|PL|LOC
anujanmaarin_re	anujan|maar|in_re	younger_brother|PL|GEN
appu_ratt'	appu_ratt'	beyond
appu_ratt'	appu_ratt'	on_the_other_side
ampalammaaril	ampalam|maar|il	temple|PL|LOC
ampala;m	ampala;m	temple&NOM
ampalattin_re	ampalatt|in_re	temple|GEN
ampalammaaraal	ampalam|maar|aal	temple|PL|INS
ampalattil	ampalatt|il	temple|LOC
ampalattilninn'	ampalatt|ilninn'	temple|ABL
ampala;n;na.lilninn'	ampala;n|;na.l|ilninn'	temple|PL|ABL
ampala;m	ampala;m	temple&ACC
ampala;m	ampala;m	temple
ampalammaarin_re	ampalam|maar|in_re	temple|PL|GEN
ampala;n;na.l	ampala;n|;na.l	temple|PL&ACC
ampalattin'	ampalatt|in'	temple|DAT
ampalattine	ampalatt|ine	temple|ACC
ampalammaaroo.t'	ampalam|maar|oo.t'	temple|PL|SOC
ampalattinoo.t'	ampalatt|inoo.t'	temple|SOC
ampala;n;na.lkk'	ampala;n|;na.l|kk'	temple|PL|DAT
ampalammaare	ampalam|maar|e	temple|PL|ACC
ampala;n;na.lu.te	ampala;n|;na.l|u.te	temple|PL|GEN
ampalammaarileekk'	ampalam|maar|ileekk'	temple|PL|ALL
ampalammaar	ampalam|maar	temple|PL&ACC
ampalatt'	ampalatt'	temple&LOC
ampalammaar	ampalam|maar	temple|PL
ampala;n;na.lileekk'	ampala;n|;na.l|ileekk'	temple|PL|ALL
ampalattinaal	ampalatt|inaal	temple|INS
ampala;n;na.l	ampala;n|;na.l	temple|PL&NOM
ampala;n;na.lil	ampala;n|;na.l|il	temple|PL|LOC
ampalammaarin'	ampalam|maar|in'	temple|PL|DAT
ampala;n;na.le	ampala;n|;na.l|e	temple|PL|ACC
ampalammaar	ampalam|maar	temple|PL&NOM
ampala;n;na.loo.t'	ampala;n|;na.l|oo.t'	temple|PL|SOC
ampalammaarilninn'	ampalam|maar|ilninn'	temple|PL|ABL
ampalattileekk'	ampalatt|ileekk'	temple|ALL
ampala;n;na.l	ampala;n|;na.l	temple|PL
ampala;n;na.laal	ampala;n|;na.l|aal	temple|PL|INS
ammayoo.t'	amma|yoo.t'	mother|SOC
ammayaal	amma|yaal	mother|INS
ammamaarileekk'	amma|maar|ileekk'	mother|PL|ALL
ammamaaraal	amma|maar|aal	mother|PL|INS
ammamaar	amma|maar	mother|PL&ACC
ammamaaril	amma|maar|il	mother|PL|LOC
amma	amma	mother&ACC
ammaka.lil	amma|ka.l|il	mother|PL|LOC
ammayil	amma|yil	mother|LOC
ammakk'	amma|kk'	mother|DAT
amma	amma	mother&NOM
ammaka.lilninn'	amma|ka.l|ilninn'	mother|PL|ABL
ammaka.lileekk'	amma|ka.l|ileekk'	mother|PL|ALL
ammaka.l	amma|ka.l	mother|PL
ammaka.lkk'	amma|ka.l|kk'	mother|PL|DAT
ammaka.le	amma|ka.l|e	mother|PL|ACC
ammamaarin_re	amma|maar|in_re	mother|PL|GEN
ammamaaroo.t'	amma|maar|oo.t'	mother|PL|SOC
ammaka.l	amma|ka.l	mother|PL&ACC
ammayu.te	amma|yu.te	mother|GEN
ammaye	amma|ye	mother|ACC
ammaka.l	amma|ka.l	mother|PL&NOM
ammaka.lu.te	amma|ka.l|u.te	mother|PL|GEN
ammaka.loo.t'	amma|ka.l|oo.t'	mother|PL|SOC
ammamaar	amma|maar	mother|PL&NOM
ammamaarilninn'	amma|maar|ilninn'	mother|PL|ABL
ammamaare	amma|maar|e	mother|PL|ACC
ammayilninn'	amma|yilninn'	mother|ABL
ammamaarin'	amma|maar|in'	mother|PL|DAT
ammayileekk'	amma|yileekk'	mother|ALL
amma	amma	mother
ammaka.laal	amma|ka.l|aal	mother|PL|INS
ammamaar	amma|maar	mother|PL
aayirunna	aayirun|n|a	have_become_recently|PST|A
aayirunna	aayirun|n|a	temporarily_be|PST|A
aayirikkappe.t.tatilla	aayirikka|ppe.t|.t|at|illa	have_become_recently|PASS|PST|NN|NEG
aayirikkappe.t.tatilla	aayirikka|ppe.t|.t|at|illa	temporarily_be|PASS|PST|NN|NEG
aayirikkappe.ta.na;m	aayirikka|ppe.t|a.na;m	have_become_recently|PASS|DES
aayirikkappe.ta.na;m	aayirikka|ppe.t|a.na;m	temporarily_be|PASS|DES
aayirunni.t.tillee	aayirunn|i.t.t|ill|ee	have_become_recently&PST|STAT|NEG|QPRT
aayirunni.t.tillee	aayirunn|i.t.t|ill|ee	temporarily_be&PST|STAT|NEG|QPRT
aayirikkuu	aayirikk|uu	have_become_recently|IMP
aayirikkuu	aayirikk|uu	temporarily_be|IMP
aayirunna	aayirunn|a	have_become_recently&PST|A
aayirunna	aayirunn|a	temporarily_be&PST|A
aayirikkappe.t.tat'	aayirikka|ppe.t|.t|at'	have_become_recently|PASS|PST|NN
aayirikkappe.t.tat'	aayirikka|ppe.t|.t|at'	temporarily_be|PASS|PST|NN
aayirikkappe.taamilla	aayirikka|ppe.t|aam|illa	have_become_recently|PASS|INT|NEG
aayirikkappe.taamilla	aayirikka|ppe.t|aam|illa	temporarily_be|PASS|INT|NEG
aayirikkappe.taa;m	aayirikka|ppe.t|aa;m	have_become_recently|PASS|HOR
aayirikkappe.taa;m	aayirikka|ppe.t|aa;m	temporarily_be|PASS|HOR
aayirikkaamilla	aayirikk|aam|illa	have_become_recently|HOR|NEG
aayirikkaamilla	aayirikk|aam|illa	temporarily_be|HOR|NEG
aayirikkukatillee	aayirikkuk|at|ill|ee	have_become_recently|NN|NEG|QPRT
aayirikkukatillee	aayirikkuk|at|ill|ee	temporarily_be|NN|NEG|QPRT
aayirunni.t.tillalloo	aayirunn|i.t.t|ill|alloo	have_become_recently&PST|STAT|NEG|PAM
aayirunni.t.tillalloo	aayirunn|i.t.t|ill|alloo	temporarily_be&PST|STAT|NEG|PAM
aayirikkappe.tunnatillee	aayirikka|ppe.t|unn|at|ill|ee	have_become_recently|PASS|PRS|NN|NEG|QPRT
aayirikkappe.tunnatillee	aayirikka|ppe.t|unn|at|ill|ee	temporarily_be|PASS|PRS|NN|NEG|QPRT
aayirikkaamillee	aayirikk|aam|ill|ee	have_become_recently|HOR|NEG|QPRT
aayirikkaamillee	aayirikk|aam|ill|ee	temporarily_be|HOR|NEG|QPRT
aayirikkappe.tunnilla	aayirikka|ppe.t|unn|illa	have_become_recently|PASS|PRS|NEG
aayirikkappe.tunnilla	aayirikka|ppe.t|unn|illa	temporarily_be|PASS|PRS|NEG
aayirikkappe.tukatillee	aayirikka|ppe.tuk|at|ill|ee	have_become_recently|PASS|NN|NEG|QPRT
aayirikkappe.tukatillee	aayirikka|ppe.tuk|at|ill|ee	temporarily_be|PASS|NN|NEG|QPRT
aayirikkillee	aayirikk|ill|ee	have_become_recently|NEG|QPRT
aayirikkillee	aayirikk|ill|ee	temporarily_be|NEG|QPRT
